variant_id,node,degree,closeness,betweenness,flow_count,delta_asp
165,ManL3Switch,0.4,0.11541858186324032,0.0,5.0,0.9276780658904988
165,LonL3Switch,0.4,0.10785687503851064,0.0,5.0,0.8875533109914436
166,ManRouter,0.8,0.14156806991233584,1.0,7.0,1.1536599698524859
166,LonRouter,0.8,0.1398874959816231,2.0,9.0,1.1640045624190902
166,CenRouter,1.0,0.14762673591789496,4.0,13.0,1.1945854991150446
166,DnsRouter,0.6,0.12934561195343505,0.0,5.0,1.025770269080512
166,ManL3Switch,0.4,0.09689951649183531,0.0,5.0,0.8669779068767345
166,LonL3Switch,0.4,0.10130970738118929,0.0,5.0,0.8945344790949101
167,ManRouter,0.8,0.13311445565777075,1.0,7.0,1.0989945685694789
167,LonRouter,0.8,0.1404929929457849,2.0,9.0,1.1530695348268671
167,CenRouter,1.0,0.15315978439892564,3.0,11.0,1.271676634117084
167,DnsRouter,0.6,0.12731134856554527,1.0,7.0,1.0243364161075939
167,ManL3Switch,0.4,0.10324580492637327,0.0,5.0,0.8976087330819811
167,LonL3Switch,0.4,0.10486313703885834,0.0,5.0,0.9068995741513841
168,ManRouter,0.8,0.1513915677942128,2.0,9.0,1.1915943106363818
168,LonRouter,0.8,0.13978108004549508,1.0,7.0,1.0935515748599758
168,CenRouter,1.0,0.16308696371053003,3.0,11.0,1.2392403009503168
168,DnsRouter,0.6,0.13856480982770916,1.0,7.0,1.0235432766458297
168,ManL3Switch,0.4,0.11549001817213585,0.0,5.0,0.9262905107301913
168,LonL3Switch,0.4,0.10514122738116234,0.0,5.0,0.8698217056084313
169,ManRouter,0.8,0.1459833339205111,2.0,9.0,1.1869484788253732
169,LonRouter,0.8,0.1394881157839333,1.0,7.0,1.1381521009906181
169,CenRouter,1.0,0.149524910089119,3.0,11.0,1.1414377245494134
169,DnsRouter,0.6,0.14081092640235426,1.0,7.0,1.0605292869611507
169,ManL3Switch,0.4,0.10037076299561981,0.0,5.0,0.8738435820820012
169,LonL3Switch,0.4,0.1003756854183754,0.0,5.0,0.8738742887873877
170,ManRouter,0.8,0.13017730210686146,1.0,7.0,1.11099361317702
170,LonRouter,0.8,0.13763528440537592,2.0,9.0,1.1918586514760048
170,CenRouter,1.0,0.14739385789944398,4.0,13.0,1.231467574902291
170,DnsRouter,0.6,0.12473794941976511,0.0,5.0,1.0149508900884494
